"","Ludn_2019","Ludn_2020","Ludn_2021","Ludn_2022","Ludn_2023","WB1_2019","WB1_2020","WB1_2021","WB1_2022","WB1_2023","WB2_2019","WB2_2020","WB2_2021","WB2_2022","WB2_2023","WB3_2019","WB3_2020","WB3_2021","WB3_2022","WB3_2023","WB4_2019","WB4_2020","WB4_2021","WB4_2022","WB4_2023","WB5_2019","WB5_2020","WB5_2021","WB5_2022","WB5_2023","WB6_2019","WB6_2020","WB6_2021","WB6_2022","WB6_2023","WB7_2019","WB7_2020","WB7_2021","WB7_2022","WB7_2023","WB8_2019","WB8_2020","WB8_2021","WB8_2022","WB8_2023","WB9_2019","WB9_2020","WB9_2021","WB9_2022","WB9_2023","WB10_2019","WB10_2020","WB10_2021","WB10_2022","WB10_2023","WB11_2019","WB11_2020","WB11_2021","WB11_2022","WB11_2023","WB12_2019","WB12_2020","WB12_2021","WB12_2022","WB12_2023","WL1_2019","WL1_2020","WL1_2021","WL1_2022","WL1_2023","WL2_2019","WL2_2020","WL2_2021","WL2_2022","WL2_2023","WL3_2019","WL3_2020","WL3_2021","WL3_2022","WL3_2023","WL4_2019","WL4_2020","WL4_2021","WL4_2022","WL4_2023","WL5_2019","WL5_2020","WL5_2021","WL5_2022","WL5_2023","WZ1_2019","WZ1_2020","WZ1_2021","WZ1_2022","WZ1_2023","WZ2_2019","WZ2_2020","WZ2_2021","WZ2_2022","WZ2_2023","WZ3_2019","WZ3_2020","WZ3_2021","WZ3_2022","WZ3_2023","WZ4_2019","WZ4_2020","WZ4_2021","WZ4_2022","WZ4_2023","WZ5_2019","WZ5_2020","WZ5_2021","WZ5_2022","WZ5_2023","WZ6_2019"
"177",153632,153125,152053,149639,148899,87.53,88.27,89.77,94.37,88,62.82,66.39,64.37,70.27,74.32,13.72,7.26,14.15,1.96,3.86,19.8,19.72,20.35,9.44,19.05,59.94,59.3,62.15,53.41,57.71,12.07,6.71,13.1,1.86,3.52,131.26,90.13,116.44,77.62,77.33,8.94,6.8,10.23,8.11,5.42,126.24,115.89,127.92,134.39,99.69,131.14,118.05,132.41,145.22,99.65,76.26,84.71,75.52,68.86,100.35,16.62,9.62,17.52,3.95,5.84,684.78,784.97,839.27,1048.57,1203.49,149.53,85.81,184.51,29.32,62.59,193.8,200.36,211.64,226.41,281.41,348.01,354.62,424.81,269.35,412.32,304.61,318.08,378.77,221.37,365.15,15.56,14.96,14.57,14.32,15.29,1.3,2.33,1.15,7.72,4.5,3.92,3.02,3.33,3.69,3.57,2.81,1.94,1.1,4.56,6.59,5.45,4.17,4.47,5.55,5.45,12.55
"178",43367,43160,42944,42383,42129,80.6,84.9,87.35,95.27,81.79,63.22,65.52,63.96,60.68,69.99,6.49,11.37,12.11,13.13,7.6,21.06,9.65,20.66,15.29,28.36,59.66,61.6,61.7,55.33,57.39,5.3,9.67,10.58,12.51,6.23,122.5,308.02,116.16,115.4,81.66,8.16,23.46,23.26,19.58,9.9,127.97,307.94,210.41,227.83,134.24,136.59,371.25,220.67,241.11,134.73,73.21,26.94,45.32,41.48,74.22,11.33,14.84,17.09,21.71,11.28,586.93,697.53,754.87,905.15,1116.12,60.22,121.05,142.87,195.92,121.26,88.63,79.22,54.26,30.67,22.55,387.62,404.81,621.05,588.37,794.22,316.29,374.13,595.96,564.07,785.92,7.69,6.32,4.02,1.96,1.16,1.47,0.65,0.38,0.16,0.19,6.4,2.56,1.91,1.69,0.52,2.65,1.77,1.36,6.95,8.28,10.92,4.25,3,2.62,0.98,3.29
"179",84160,84197,83561,83097,83062,86.27,75.93,92.27,86.92,82.89,72.53,73.62,70.01,70.5,75.54,10.57,6.79,4.2,6.47,0.9,13.22,23.37,16.45,19.52,16.11,57.68,59.6,60.47,54.65,57.8,9.13,5.17,3.9,5.65,0.74,194.38,135.39,66.68,94.91,113.16,10.91,15.9,12.4,7.31,7.6,185.99,170.85,167.26,135.12,145.46,192.81,173.64,171.23,137.08,148.16,51.87,57.59,58.4,72.95,67.49,15.05,4.53,10.59,10.55,3.83,854.34,913.59,879.88,1105.32,1278.67,124.54,84.32,52.83,101.48,15.16,316.71,302.09,290.38,272.15,253.15,322.13,626.56,419.88,507.23,496.49,309.42,612.66,405.87,487.38,477.37,23.2,18.48,21.32,15.09,12.4,2.54,3.58,5.5,2.68,16.7,1.8,1.38,1.51,2.24,2.05,3.74,2.89,2.27,7.55,8.96,2.87,2.44,1.98,3.58,3.33,93.26
"180",201509,201454,200923,197751,197418,92.54,86.73,85.71,92.8,90.55,59.09,63.35,61.81,62.62,65.03,7.87,4.47,10.72,1.66,2.18,14.1,10.78,19.72,14.65,10.24,60.58,57.31,58.87,54.26,61.49,7.31,4.34,11.58,2.25,2.03,105.4,171.17,124.9,55.81,113.03,9.17,14.84,17.8,8.06,10.22,120.19,192.19,169.92,143.77,149.77,124.33,218.48,179.86,151.48,162.61,80.43,45.77,55.6,66.02,61.5,9.84,4.44,17.76,3.1,3.14,423.51,514.06,567.37,634.26,681.69,56.38,36.26,98.39,16.78,22.8,168.1,169.23,170.95,143.57,158.73,156.96,231.42,390.58,289.05,220.36,134.71,204.7,361.99,258.93,190.19,21.7,18.09,15.96,13.15,13.71,2.98,4.67,1.74,8.56,6.96,3.33,3.17,2.84,3.58,3.49,2.12,1.76,1.07,6.25,6.49,4.21,4.48,4.02,5.07,4.74,16
"181",68135,68120,67901,66619,66488,96.61,89.53,96.72,95.54,85.98,63.56,69.05,63.58,67.42,72.36,17.1,8.22,15.26,10.75,7.75,7.59,13.17,13.35,10.79,22.73,62.54,56.71,60.79,51.29,58.12,16.89,7.37,14.76,10.27,9.78,302.75,143.04,142.87,142.76,88.71,18.17,19.22,24.52,24.1,19.62,293.51,238.77,286.28,324.16,182.67,376.28,254.13,294.08,333.59,184.12,26.58,39.35,34,29.98,54.31,22.45,11.49,19.54,16.8,16.52,656.7,788.9,770.65,1002.52,1031.91,176.71,93.94,185.03,159.88,110.58,44.03,26.42,19.88,13.51,6.77,294.74,421.94,472.19,542.45,719.02,264.65,404.32,465.56,535.69,712.25,4.12,2.07,1.59,0.87,0.41,0.25,0.28,0.11,0.08,0.06,2.95,1.43,0.55,0.48,0.45,3.21,2.22,1.13,5.81,9.08,3.95,2.23,0.73,0.78,0.74,4.69
"182",160080,159971,159333,157978,157651,92.32,80.75,90.66,95.31,80.86,61.93,65.18,65.36,65.79,71.73,11.43,9.72,10.58,4.66,3.46,15.18,22.68,16.98,13.21,23.38,66.65,67.62,66.14,62.82,65.74,10.65,7.94,9.66,5.29,2.85,124.58,126.72,114.09,66.07,92.15,9.97,13.96,16.26,14.28,13.09,156.7,157.72,190.6,160.59,130.54,160,159.91,195.12,168.87,132.2,62.5,62.54,51.25,59.22,75.64,14.17,11.67,13.95,7.8,6.01,603.34,700.24,774.55,834.3,1016.93,111.38,104.39,125.33,59.16,49.12,56.61,64.61,66.61,105.33,222.41,256.09,465.79,433.85,335.9,574.63,247.11,454.99,423.03,310.76,551.94,5.36,4.86,5.1,7.92,12.69,0.51,0.62,0.53,1.78,4.53,0.95,0.86,0.87,2.15,1.66,1.88,1,0.89,3.32,2.91,1.26,1.32,1.19,2.94,2.62,11.86
"183",127970,129984,131478,141212,142726,89.4,86.74,90.16,94.59,75.49,44.2,47.95,48.79,51.14,58.08,16.22,20.77,25.54,12.39,6.01,23.67,22.19,20.18,27.46,33.46,56.24,59.37,58.14,49.65,51.28,14.5,18.02,23.02,11.72,4.53,108.04,159.54,193.58,54.6,81.41,17.94,24.31,34.79,21.86,17.94,120.03,205.47,273.59,141.39,117.96,124.23,224.03,304.92,146.63,119.49,80.5,44.64,32.8,68.2,83.69,19.75,23.28,30.25,14.98,10.9,325.97,376.63,436.76,473.63,559.16,119.6,163.15,228.59,114.76,57.82,419.31,381.59,346.92,354.79,452.62,278.2,428.88,544.39,489.38,582.11,238.04,397.65,513.97,450.44,543.57,50.83,42.14,34.94,36.23,35.49,3.51,2.34,1.52,3.09,7.83,6.14,4.44,3.57,5.98,5.3,2.5,2.35,1.46,5.52,6.43,8.09,6.11,4.66,8.38,9.14,26.11
"184",33524,33332,33232,32667,32524,86.32,78.73,91.82,85.8,64.82,67.89,69.8,70.3,62.53,73.8,6.56,7.15,9.61,15.34,7.77,12.89,9.18,19.06,28.87,40.97,71.14,69.83,69.56,68.95,72.25,5.67,5.63,8.83,13.17,5.07,162.14,363.77,87,92.84,96.92,9.64,26.47,25.44,17.89,11.51,174.64,423.45,224.65,159.38,127.53,180.78,458,230.14,160.69,127.74,55.31,21.83,43.45,62.23,78.28,7.94,8.12,14.55,20.06,9.93,716.71,840.01,908.22,945.72,1155.26,69.26,86.03,124.2,232.08,121.6,91.41,79.86,67.99,57.65,50.04,275.81,529.64,645.05,846.51,1288.06,263.81,517.57,632.94,835,1280.19,7.47,5.23,4.83,3.27,2.07,1.32,0.93,0.55,0.25,0.41,1.18,0.88,0.91,0.83,0.48,2.64,1.76,0.97,5.42,7.35,1.77,1.51,1.3,1.27,0.97,20.11
"185",89460,89213,88476,85867,85378,96.78,98.5,91.83,94.72,97.16,60.56,63.43,63.05,60.58,66.63,11.13,5.39,8.11,6.06,5.14,12.5,3.62,14.31,11.52,7.84,68.02,65.9,66.73,66.23,69.52,10.87,5.32,8.91,6.19,5.9,113.85,194.51,110.8,95.13,99.93,7.03,6.66,12.17,13.84,12.59,144.88,199.52,126.47,160.2,196.87,157.24,290.22,131.88,175.06,231,63.6,34.46,75.83,57.12,43.29,11.81,7.31,12,8.06,7.47,725.62,833.63,886.77,909.43,1094.57,133.34,70.89,114.04,90.92,84.43,395.14,353.64,429.99,479.28,474.52,281.12,178.24,328.77,366.63,353.08,239.23,135.65,284.63,321.32,306.34,31.91,26.51,28.07,30.24,28.06,2.96,4.99,3.77,5.27,5.62,4.37,3.69,3.16,4.56,4.83,3.1,1.88,1,5.62,7.37,5.47,4.47,4.07,5.78,5.95,29.25
"186",108909,108940,108400,105783,105599,92.72,87.29,91.01,81.66,75.7,73.38,76.34,76.1,75.75,82.51,5.13,6.96,9.38,4.02,2.15,13.29,12.2,7.04,28.91,28.77,60.79,61.73,60.97,59.49,60.46,5.11,8,16.18,6.86,4.58,89.32,166.55,280.45,67.81,86.66,2.03,9.09,17.49,2.86,4.76,96.2,144.12,313.93,109.28,94.32,95.47,155.65,384.79,109.8,94.04,104.74,64.25,25.99,91.08,106.34,6.6,10.3,21.41,10.6,6.47,791.1,914.95,1025.62,1100.13,1336.75,55.35,83.47,126.43,58.36,34.81,342.91,342.73,314.5,289.52,404.51,179.66,281.57,386.79,654.62,634.29,149.6,241.1,356.14,622.6,602.21,29.49,24.96,21.24,16.28,18.9,6.2,4.11,2.49,4.96,11.62,3.32,3.46,2.37,2.81,2.61,2.5,2.07,1.4,6.18,5.89,4.19,4.62,3.09,4.26,4.21,28.57
"187",45060,44761,44367,42846,42430,93.86,93.93,95.86,93.04,91.1,69.59,70.48,68.02,63.58,70.91,9.91,1.46,6.24,6.9,3.15,11.67,9.5,8.29,12.76,10.2,71.77,69.47,74.27,72.8,76.41,9.45,1.37,6,6.48,2.93,138.29,76.59,124.59,105.67,117.54,6.95,3.32,7.17,6.27,7.26,157.66,131.52,149.57,146.54,170.08,162.26,134.19,154.44,149.52,172.5,61.63,74.52,64.75,66.88,57.97,12.69,1.89,7.87,8.84,3.98,932.98,1030.79,1056.47,1117.28,1320.82,132.9,21.35,96.84,121.3,58.66,166.84,123.51,124.25,80.27,40.62,271.58,215.92,216.2,373.05,360.38,258.85,203.11,203.27,357.7,353.31,11.68,7.93,7.67,4.25,1.99,1.26,5.79,1.28,0.66,0.69,0.94,0.84,0.8,0.94,0.45,0.46,0.24,0.06,3,5.13,1.27,1.14,1.05,1.27,0.61,6.08
"188",94962,96698,98120,103920,104921,89.9,90.29,96.49,93.21,64.52,42.73,49.73,51.43,48.07,56.91,12.36,8.12,13.88,6.02,5.18,15.49,14.78,15.33,14.79,37.84,55.71,53.98,52.96,57.39,60.07,12.2,8.06,13.4,5.64,3.35,146.85,118.51,112.34,81.51,104.29,8.76,11.51,7.41,3.99,10.89,153.15,165.59,159.02,155.26,117.46,160.63,168.46,166.56,159.23,117.81,62.25,59.36,60.04,62.8,84.88,15.62,10.78,17.4,7.09,6.19,457.52,588.26,731.18,592.65,747.87,132.37,96.1,197.3,74.17,68.11,140.4,151.3,154.27,131.2,201.43,300.58,325.81,397.52,334.66,908.68,276.36,317.54,369.19,320.22,893.43,11.79,11.55,10.47,9.92,9.89,1.06,1.57,0.78,1.77,2.96,2.4,0.81,2.05,1.75,1.25,3.11,1.56,1.2,6.65,5.02,3.11,1.09,2.62,2.23,2.3,18
"189",98334,98173,97662,97594,97179,82.85,92.76,90.05,92.2,80.18,55.19,60.42,59,60.56,65.95,13.21,8.53,9.89,2.19,1.95,23.09,13.74,16.26,12.67,24.29,63.64,63.38,61.74,58.67,62.73,11.03,8.12,8.92,2.05,1.57,130.17,112.08,119.68,75.07,84.74,7.53,4.67,4.91,4.38,6.15,131.4,140.93,137.58,129.22,98.31,134.91,148.67,142.36,133.49,98.2,74.12,67.26,70.24,74.91,101.84,15.26,9.89,12.68,2.17,2.38,587.96,725,815.16,898.04,1070.49,140.7,102.37,136.64,32.53,31.59,262.03,227.28,246.82,244.86,344.61,405.47,293.01,374.81,311.69,534.44,374.43,259.95,344.09,280.95,501.51,20.38,17.57,16.09,15.22,17.02,1.86,2.22,1.81,7.53,10.91,3.41,3.31,2.47,2.91,2.49,4.9,4.29,2.89,6.59,5.08,4.79,4.27,3.23,3.9,3.76,41.34
"190",60253,59793,59363,57688,57372,94.54,89.25,93.55,80.48,75.88,57.46,61.65,61.45,56.58,62.77,12.44,12.98,11.14,8.69,4.51,11.57,9,11.82,28.99,32.09,73.56,74.09,70.63,68.66,75.62,11.88,11.85,10.42,6.99,3.5,158.95,290.66,151.35,88.33,80.44,12.59,24.28,29.27,19.26,9.07,211.24,409.77,361.79,162.62,130.27,216.2,442.06,380.66,164.2,130.9,46.25,22.62,26.27,60.9,76.4,15.31,15.39,14.53,10.3,6.02,559.72,689.38,723.35,733.9,827.12,121.16,145.15,131.14,112.67,59.44,144.39,135.47,126.34,117.88,106.32,246.28,435.57,543.9,806.17,790.37,241.3,425.54,533.8,794.04,778.17,14.01,10.81,10.04,7.31,6.12,1.19,0.93,0.96,1.05,1.79,0.96,1.14,0.99,1.17,1.3,3.37,3.11,1.88,5.67,9.77,1.23,1.55,1.27,1.76,2.03,97.77
"191",117751,119306,120654,129733,130838,97.53,91.74,95.28,92.8,88.41,38.49,42.07,45.19,44.23,51.93,10.67,10.68,16.98,9.47,5.3,15.23,8.45,11.36,22.85,21.29,48.46,53.02,50.68,51.3,55.39,10.42,9.81,16.19,8.79,4.68,82.27,238.68,206.19,64.24,71.84,9.37,17.73,25.18,9.33,5.65,134.93,302.32,325.19,156.58,131.7,135,334.3,348.36,158.89,131.73,74.07,29.91,28.71,62.94,75.91,12.58,12.76,20.01,11.73,6.49,369.04,415.9,526.34,478.16,571.8,102.31,105.57,197.8,102.38,58.32,44.75,30.43,16.88,3.79,3.46,207.99,285.49,444.43,472.45,371.94,207.67,272.59,431.68,460.59,371.65,4.55,2.82,1.38,0.33,0.28,0.44,0.29,0.09,0.04,0.06,0.04,1.29,1.07,1.05,0.03,0.24,3.43,1.65,8.53,1.33,0.05,1.68,1.32,1.39,0.04,32.92
"192",34028,33738,33428,31965,31686,91.61,80.96,95.29,95.17,86.7,76.17,78.21,78.48,71.66,79.29,2.79,5.47,6.04,6.3,-1.38,12.6,15.78,9.45,12.37,17.56,71.67,73.12,69.37,66.52,66.83,2.56,4.43,5.77,6,-1.2,85.2,163.61,112.04,86.04,64.63,1.7,9.73,14.57,10.36,3.28,112.5,164.56,203.49,179.03,108.46,113.26,167.82,210.18,182.33,108.65,88.29,59.59,47.58,54.85,92.03,4.94,7.33,9.03,8.42,-1.91,1126.17,1322.86,1569.17,1723.94,2092.6,41.22,92.45,120.85,151.65,-36.54,64.83,50.27,127.8,120.38,158.56,247.39,517.83,424.64,593.51,632.75,234.75,502.71,411.95,580.25,619.37,4.02,2.41,6.09,4.76,5.21,1.57,0.54,1.06,0.79,-4.34,0.91,0.79,0.65,0.81,0.77,3.21,2.87,0.76,6.08,6.34,1.31,1.28,0.93,1.17,1.27,16.46
"193",30895,30658,30347,29163,28765,91.6,83.21,86.4,76.81,64.97,80.48,81.65,80.44,74.07,85.04,10.01,6.41,7.69,15.69,8.35,11.06,5.62,18.74,30.89,42.47,63.59,66.74,66.54,58.74,64.08,9.17,5.35,6.75,12.1,5.43,171.39,476.74,110.04,121.72,92.01,8.24,22.74,22.92,21.19,13.75,168.32,454.07,213.38,170.32,130.59,180.42,590.29,223.39,173.2,131.28,55.43,16.94,44.77,57.74,76.17,12.99,8.81,10.41,20.04,11.53,954.59,1036.13,1086.02,1318.25,1507.59,118.74,81.28,103.83,279.27,148.03,262.09,236.9,217.45,198.85,174.48,262.92,444.81,667.52,1189.22,1601.85,239.44,417.59,642.15,1161.78,1574.73,20.24,15.53,13.92,8.58,6.4,2.21,2.91,2.09,0.71,1.18,2.36,2.06,1.8,1.75,1.52,2.72,1.77,1.25,6.6,8.18,3.25,3.16,2.63,3.11,3.06,30.33
"194",45076,44667,44246,42293,41926,85.79,94.49,90.42,85.45,70.23,77.38,77.89,77.78,72.32,79.86,19.94,16.89,21.1,20.19,11.19,31.91,12.47,30.28,28.99,46.54,70.39,70.68,72.55,70.71,75.28,17.15,15.99,19.11,17.27,7.93,97.32,191.92,92.51,114.16,69.29,4.7,7.61,2.61,3.42,1.64,82.52,140.79,99.6,96.38,69.38,78.79,168.02,99.55,95.41,67.19,126.91,59.52,100.46,104.81,148.83,25.47,21.73,26.28,25.72,14.17,944.01,1034.52,1157.36,1243.55,1414.16,243.32,224.36,314.02,347.1,198.1,357.9,256.18,231.73,185.72,578.88,458.33,369.2,579.72,684.65,1018.23,360.66,264.21,507.64,534.68,920.05,25.17,18.23,14.08,9.23,22.96,1.47,1.14,0.74,0.54,2.92,7.21,7.7,4.47,7.88,4.32,1.36,1.25,0.63,4.65,1.87,10.73,10.34,6.19,11.66,7.67,4.97
"195",154054,154942,154988,158893,159163,95.26,90.67,95.89,95.17,91.95,51.53,56.25,56.3,54.36,62.73,12.71,10.55,13.93,8.9,3.1,14.67,10.17,13.07,10.4,14.4,62.74,66.37,66.13,62.41,61.52,12.11,9.59,13.36,8.47,2.85,117.9,205.84,140.82,132.21,72.67,6.98,16.37,17.91,16.89,9.78,134.25,227.25,220.37,248.58,165.93,140.43,261.39,244.36,277.07,173.34,71.21,38.26,40.92,36.09,57.69,15.22,11.9,16.55,10.27,3.6,531.39,614.69,695.94,705.67,898.9,131.08,115.24,172.21,115.52,44.37,122.04,126.5,94.59,65.96,39.58,245.19,318.89,422.71,406.48,431.14,217.28,289.2,390.84,380.18,404.88,11.27,10.5,7.34,4.84,2.54,0.93,1.1,0.55,0.57,0.89,2.83,2.58,2.53,2.25,1.93,2.25,1.14,0.79,6.64,9.52,3.44,3.35,3.04,2.82,2.49,9.82
"196",72906,72448,71978,69657,69297,91.68,75.43,77.16,86.96,66.77,68.39,69.9,67.85,66.9,74.17,15.99,6.87,9.83,8.03,5.13,12.35,23.11,29.27,22.7,39.86,65.35,66.63,67.37,67.43,69.12,14.69,8.62,7.6,6.99,4.32,211.67,140.89,105.68,85.23,87.29,17.1,20.25,18.44,17.51,14.96,230.3,187.67,159.87,153.12,113.32,257.51,195.91,164.05,157.84,113.7,38.83,51.04,60.96,63.36,87.95,19.87,13.33,13.38,9.3,8.7,755.35,803.28,864.18,955.8,1164.05,176.57,79.01,125.23,114.78,80.52,179.11,150,117.76,151.82,340.6,364.04,660.59,812.86,643.47,1150.69,336.74,630.35,779.65,609.14,1122.22,14.87,9.85,7.13,9.24,14.49,1.01,1.9,0.94,1.32,4.23,2.62,2.13,2.07,2.45,1.72,2.41,1.52,0.84,3.89,3.53,3.62,3.48,3.26,3.6,3.3,15.78
"197",79256,79427,79022,79827,79647,93.37,95,93.74,90.6,80.29,43.59,47.16,48.29,48.8,55.37,13.16,12.99,17.98,12.2,8.06,16.11,10.75,19.56,20.52,28.57,64.7,66.23,64.86,61.12,64.1,12.29,12.37,17.32,11.09,6.55,121.49,174.13,123.62,99.57,88.68,7.51,10.23,16.44,11.41,7.88,137.45,172.29,142.59,148.02,110.43,148.2,202.69,150.55,155.57,111.47,67.48,49.34,66.42,64.28,89.71,16.48,15.37,24.05,15.8,10.62,356.16,417.46,508.3,548.39,651.41,107.54,115.01,189.27,137.03,94.84,287.55,247.9,288.4,245.41,268.56,241.04,227.11,355.39,436.42,525.47,201.93,188.08,316.16,396.34,482.15,32.86,26.6,25.68,19.79,18.33,2.67,2.16,1.52,1.79,2.83,5.25,4.54,3.67,4.52,4.08,2.36,1.33,0.68,6.5,6.13,6.98,6.06,4.85,6.59,6.54,17.35
"198",88717,88624,88381,87470,87493,62.39,64.01,70.86,76.6,55.06,67.77,70.17,70.89,65.97,73.78,21.22,20.27,20.65,15.37,10.92,37.05,53.14,35.11,33.6,54.17,58.82,61.82,59.85,58.48,63.73,13.29,13.15,14.63,13.59,6.11,175.8,84.59,143.9,107.22,87.89,26.33,12.99,12.15,22.97,17.58,182.38,121.25,168.92,163.77,112.01,191.02,122.44,175.99,170.02,112.47,52.35,81.68,56.82,58.82,88.91,25.89,24.32,25.04,22.84,12.99,520.25,579.83,655.39,646.47,724.86,162.9,167.46,190.89,150.64,107.3,481.22,440.17,400.65,363.67,586.9,717.21,956.35,739.19,754.72,1203.08,679.87,914.8,698.46,713.56,1163.53,39.11,34.1,30.71,28.43,32.89,2.95,2.63,2.1,2.41,5.47,4.14,4.01,3.51,4.86,3.9,2.83,2.31,1.28,5.79,5.11,8.03,7.64,6.05,7.79,8.32,36.42
"199",72558,72091,71524,69121,68638,75.08,69.35,78.61,77.6,85.79,70.41,72.73,71.09,68.39,77.04,11.18,13.92,14.64,9.99,12.75,24.59,33.77,24.21,42.72,23.57,69.26,72.14,72.92,68.68,73.02,8.54,9.65,11.53,7.76,10.94,153.19,132.43,153.47,57.86,108.97,3.52,22.15,17.34,10.67,18.04,135.08,138,248.01,103.11,120.84,145.77,147.92,260.2,103.59,126.88,68.6,67.61,38.43,96.54,78.81,13.67,15.27,17.25,12.66,15.19,647.34,739.38,774.57,821.95,1016.79,102.79,141.53,159.47,120.02,168.26,242.51,252.41,229.95,251.05,350.23,469.31,776.52,797.44,959.03,553.48,388.17,660.01,772.98,835.85,450.57,19.8,17.22,16.59,16.21,22.76,2.36,1.78,1.44,2.09,2.08,7.05,8.2,1.96,8.82,7.91,2.13,1.45,1.16,5.32,5.36,11.18,14.23,2.9,13.45,11.01,6.35
"200",124241,124460,124171,126508,126636,92.19,89.29,92.34,95.08,91.22,52.09,54.6,53.94,56.03,62.25,9.73,10.61,13.79,2.34,0.26,13.73,18.4,23.31,10.78,14.83,60.69,63.19,62.95,59.08,62.24,11.27,10.44,13.11,2.6,0.47,126.68,112.13,84.28,63.64,56.97,8.05,11.17,20.19,12.6,11.88,117.43,130.32,114.65,185.87,114.14,122.4,135.6,116.14,212.29,116.05,81.7,73.75,86.1,47.11,86.17,13.45,13.44,17.09,3.75,0.91,592.54,657.14,738.84,777.71,907.22,110.74,127.68,188.95,32.5,3.84,414.31,430.38,631.07,569.01,683.39,246.71,371.14,453.56,398.25,327.98,200.12,328.92,416.98,347.84,293.69,33.57,31.93,42.54,38.98,42.77,3.74,3.37,3.34,17.51,177.95,4.54,3.62,2.84,5.59,4.77,2.29,1.53,0.88,5.48,6.14,5.75,4.72,3.52,7.23,6.28,20.36
"201",186460,189516,191905,210717,213419,92.11,92.15,92.01,90.2,91.96,37.97,43.53,44.61,41.81,49.69,15.59,12.03,15.33,8.02,5.59,21.51,14.44,13.57,23.71,17.24,51.74,51.52,51.4,51.76,55.4,14.48,13.67,19.2,9.38,5.2,104.42,138.44,180.62,66.08,72.89,5.78,10.28,18.71,7.48,4.41,126.21,173.52,205.27,126.68,101.38,127.13,175.16,230.05,129.03,101.56,78.66,57.09,43.47,77.5,98.47,17.55,16.96,24.18,11.85,6.66,536.9,657.26,764.81,646.33,777.65,220.48,181.69,262.85,124.04,87.45,338.14,327.69,322.03,254.37,283.01,427.35,397.63,578.19,609.11,350.97,415.83,392.63,524.51,570.19,312.55,22.03,20,17.28,14.84,16.63,1.53,1.8,1.23,2.05,3.24,1.4,0.78,3.13,3.25,3.51,2.96,2.39,1.44,6.61,7.51,1.73,0.99,3.84,4.13,4.37,86.79
"202",110987,110927,110504,109634,109631,91.99,91.59,97.18,97.87,84.69,53.95,52.31,52.4,51.58,52.47,8.84,8.62,10.1,5.77,0.28,12.6,15.53,10.13,11.71,20.67,66.73,65.71,67.18,62.22,67.35,9.02,7.95,9.82,5.71,0.32,133.56,105.95,128.25,63.58,70.62,6.15,6.38,9.89,5.61,3.67,127.84,124.55,159.37,120.75,78.05,131.45,127.88,172.02,124.14,74.22,76.07,78.2,58.13,80.56,134.74,11.35,11.42,13.23,6.8,0.63,570.42,620.68,659,692.79,737.51,93.5,102.27,127.01,77.54,3.87,306.34,306.51,316.73,328.37,419.59,200.61,282.02,246.42,235.73,334.99,182.59,254.97,219.28,208.37,271.14,26.65,23.66,24.48,23.93,25.28,3.28,3,2.49,4.23,108.52,2.39,2.66,2.42,3.14,5.53,3.07,2.44,1.3,4.79,6.68,3.21,3.62,3.03,4.09,8.06,52.2
"203",87183,86868,86374,84573,84212,86.81,87.53,91.97,82.85,88.95,74.02,75.55,74.58,73.2,78.65,7.98,-2.37,10.28,4.35,1.85,12.87,7.76,6.86,32.16,19.7,63.37,58.31,64.81,61.1,63.8,7.01,-2.07,13.9,3.6,1.65,170.56,137.84,287.75,55.25,59.29,9.85,10.41,20.05,5.28,4.1,173.69,213.94,368.38,94.23,78.41,183.55,238.1,429.96,93.87,76.85,54.48,42,23.26,106.54,130.13,9.7,-3.92,18.23,5.58,2.18,899.75,999.72,1082.28,1162.68,1338.87,97.05,-31.42,149.21,69.07,31.55,332.63,309.67,289.44,396.11,600.86,325.22,295.63,434.24,721.04,344.78,303.14,271.45,412.25,676.11,315.09,23.76,20.48,18.34,20.66,31.39,3.43,-9.86,1.94,5.74,19.04,2.18,1.92,1.63,3.25,3.1,2.52,1.59,1.27,4.4,4.93,3.07,2.61,2.05,4.73,4.11,38.03
"204",165039,166436,167112,177652,178714,96.66,93.97,91.62,88.23,86.76,33.86,36.83,39.46,35.54,43.86,11.82,12.71,22.14,15.15,2.57,11.09,16.1,21.71,25.75,34.45,42.39,43.49,45.56,45.46,46.2,11.51,11.94,20.34,14.02,3.13,138.94,114.17,144.89,96.82,34.83,5.3,6.6,14.91,20.64,11.7,139.19,129.12,164.1,150.34,77.29,149.87,132.54,167.43,154.02,75.98,66.73,75.45,59.73,64.93,131.62,13.71,14.58,25.04,18.19,4.26,359.16,421.36,527.11,453.71,561.49,125.41,145.37,295.8,193.43,32.87,43.76,38.91,106.2,168.15,459.38,206.65,276.47,498.01,606.08,535.98,174.87,253.97,482.99,578.65,498.07,3.99,3.2,7.28,11.62,31.13,0.35,0.27,0.36,0.87,13.97,3.01,1.89,1.05,2.24,3.47,2.95,1.25,0.29,2.97,2.89,3.59,2.3,1.29,2.92,4.64,4.06
