"","Ludn_2019","Ludn_2020","Ludn_2021","Ludn_2022","Ludn_2023","WB1_2019","WB1_2020","WB1_2021","WB1_2022","WB1_2023","WB2_2019","WB2_2020","WB2_2021","WB2_2022","WB2_2023","WB3_2019","WB3_2020","WB3_2021","WB3_2022","WB3_2023","WB4_2019","WB4_2020","WB4_2021","WB4_2022","WB4_2023","WB5_2019","WB5_2020","WB5_2021","WB5_2022","WB5_2023","WB6_2019","WB6_2020","WB6_2021","WB6_2022","WB6_2023","WB7_2019","WB7_2020","WB7_2021","WB7_2022","WB7_2023","WB8_2019","WB8_2020","WB8_2021","WB8_2022","WB8_2023","WB9_2019","WB9_2020","WB9_2021","WB9_2022","WB9_2023","WB10_2019","WB10_2020","WB10_2021","WB10_2022","WB10_2023","WB11_2019","WB11_2020","WB11_2021","WB11_2022","WB11_2023","WB12_2019","WB12_2020","WB12_2021","WB12_2022","WB12_2023","WL1_2019","WL1_2020","WL1_2021","WL1_2022","WL1_2023","WL2_2019","WL2_2020","WL2_2021","WL2_2022","WL2_2023","WL3_2019","WL3_2020","WL3_2021","WL3_2022","WL3_2023","WL4_2019","WL4_2020","WL4_2021","WL4_2022","WL4_2023","WL5_2019","WL5_2020","WL5_2021","WL5_2022","WL5_2023","WZ1_2019","WZ1_2020","WZ1_2021","WZ1_2022","WZ1_2023","WZ2_2019","WZ2_2020","WZ2_2021","WZ2_2022","WZ2_2023","WZ3_2019","WZ3_2020","WZ3_2021","WZ3_2022","WZ3_2023","WZ4_2019","WZ4_2020","WZ4_2021","WZ4_2022","WZ4_2023","WZ5_2019","WZ5_2020","WZ5_2021","WZ5_2022","WZ5_2023","WZ6_2019"
"112",111078,110454,109502,105752,105196,76.89,72.49,87.31,87.12,76.49,64.18,68.72,68.49,65.67,65.79,11.6,11.31,12.05,9.43,6.66,32.84,29.94,21.67,21.82,34.83,59.12,58.6,57.3,55.04,65.05,9,8.55,10.93,8.27,5.96,96.37,129.97,109.21,95.78,74.97,9.48,12.3,13.68,11.08,9.96,102.78,145.17,157.24,134.49,97.96,103,149.28,164.86,139.19,97.84,97.09,66.99,60.66,71.85,102.21,15.13,14.12,15.96,12.64,9.79,590.24,726.47,818.48,882.89,846.22,106.73,119.53,143.97,126.79,85.65,255.15,220.13,183.36,181.36,337.17,439.5,634.48,518.16,519.4,666.35,409.48,598.02,479.48,473.07,627.76,21.33,15.1,13.4,11.75,20.05,2.39,1.84,1.27,1.43,3.94,2.88,2.72,2.96,3.61,3.06,1.72,1.45,1.03,5.15,3.82,4.71,4.85,4.35,5.43,4.73,14.61
"113",101152,100617,99806,97352,96604,81.68,69.93,87.56,89.32,85.37,71.58,74.48,73.25,69.85,73.8,7.54,8.54,3.64,2.74,1.32,21.27,24.88,16.69,18.53,28.18,68.05,68.27,65.4,66.33,70.18,6.2,6,3.56,2.46,1.15,120,170.11,92.43,66.4,47.68,6.85,21.42,27.11,21.01,10.39,112.76,176.37,209.37,170.53,96.03,114.15,184.21,226.93,180.97,95.71,87.6,54.28,44.07,55.26,104.48,9.2,10.71,5.99,2.75,2.51,729.04,868.84,908.21,959.71,1104.94,76.84,99.62,45.16,37.59,19.75,211.22,235.69,279.28,318.32,481.4,318.18,687.33,581.62,595.27,601.27,290.39,651.05,543.2,550.23,554.85,16.94,14.13,19.72,20.69,27.45,2.75,2.37,6.18,8.47,24.37,2.65,2.39,2.91,3.97,3.98,2.49,1.49,0.99,5.03,4.85,4,4.37,4.15,5.69,5.67,18.96
"114",78074,77752,77214,74550,74045,75.36,71.19,67.86,81.46,79.53,66.8,69.56,68.58,67.76,68.17,15.68,18.57,18.93,12.79,8.11,27.19,37.34,43.32,33.04,34.44,56.78,55.97,56.65,50.72,60.63,11.83,13.28,12.85,10.43,6.46,153.62,121.68,106.96,82.61,70.12,16.12,17.63,15.54,17.02,13.93,158.18,146.59,134.57,117.16,110.25,167.9,151.03,136.95,118.57,110.97,59.56,66.21,73.02,84.34,90.12,21.24,24.85,24.94,18.63,10.63,626.95,743.46,799.78,985.8,904.09,147.15,198.46,220.72,186.11,107.59,283.57,235.39,187.34,330.36,450.13,545.69,832.56,1039.46,793.71,755.02,496.29,783.21,989.77,742.24,710.47,22.77,15.68,10.9,18.5,26.99,1.93,1.19,0.85,1.78,4.18,4.58,3.56,3.01,3.43,4,2.67,1.73,1.09,2.98,4.94,8.11,6.74,5.8,6.16,6.48,15.34
"115",63320,62473,61444,58093,57175,86.41,81.03,94.89,96.44,85.46,80.17,82.07,81.52,78.47,85.92,9.21,9.21,10.74,6.45,-3.59,17.72,18.76,22.78,17.4,17.79,60.37,60.28,64.02,55.44,50.04,7.99,10.78,10.31,6.24,-3.04,127.58,155.58,61.28,51.48,59.9,4.42,9.15,11.19,10.84,4.74,137.22,187.04,126.79,95.9,98.64,139.11,191.08,127.57,95.63,98.56,71.89,52.33,78.39,104.57,101.46,11.74,14.95,13.44,8.5,-4.56,812.13,968.66,1024.78,1227.22,1535.12,93.32,108.65,135.07,100.9,-64.06,50.42,39.55,128.15,304.21,390.32,285.55,484.26,431.95,315.48,418.6,275.49,472.79,422.23,294.8,394.87,4.3,2.72,9.67,18.76,18.67,0.54,0.36,0.95,3.02,-6.09,0.96,0.85,0.8,1.73,2.18,2.27,2.41,0.72,2.43,5.62,1.36,1.33,1,2.39,3.65,11.38
"116",45845,45503,44911,43356,42993,72.58,71.91,73.02,77.6,66.75,66.33,69.28,68.08,65.18,73.02,9.73,12.9,7.71,11,5.21,32.02,35.92,30.23,33.02,40.92,73.55,74.86,72.02,65.89,66,7.08,9.29,5.63,8.55,3.48,111.73,106.43,111.66,90.87,83.81,10.95,17.56,20.16,12.72,2.3,123.09,144.17,166.76,135.46,105.12,124.15,145.79,170.6,137.02,105.25,80.55,68.59,58.62,72.98,95.02,11.77,14.62,12.44,13.71,8.69,722.21,867.59,905.03,1117.69,1385.63,105.93,161.56,102.52,188.63,98.91,376.12,470.76,470.39,466.12,439.71,596.06,914.01,937.49,1063.81,1341.73,574.85,891.55,906.93,1030.8,1311.38,25.07,27.03,25.84,21.09,15.47,3.55,2.91,4.59,2.47,4.45,1.94,1.67,2.02,2.79,2.25,2.08,1.41,1.32,6.16,7.65,3.38,2.99,3.43,4.93,4.72,36.96
"117",63554,62940,62165,59946,59330,74.51,77.55,83.29,89.32,81.74,61.84,65.21,63.48,60.01,64.9,9.21,7.84,9.51,8.15,3.29,28.64,23.32,24.07,19.44,24.42,66.44,64.25,66.64,65.23,66.12,7.14,6.16,8.17,7.9,2.7,119.16,131.25,103.06,90.74,82.02,6.58,11.62,10.48,6.58,2.34,110.89,145.33,140.27,124.34,100.94,111.9,149.43,143.84,127.88,100.96,89.37,66.92,69.52,78.2,99.05,12.62,9.15,13.57,12.16,4.14,812.07,1001.91,1039.53,1118.64,1353.64,120.89,120.47,155.72,151.89,68.55,280.02,261.28,222.6,192.87,232.95,579.82,682.33,717.35,588.44,673.11,535.4,643.4,675.79,528.29,657.83,15.89,13.19,11.32,9.24,9.13,2.32,2.17,1.43,1.27,3.4,2.97,2.29,2.28,3.46,1.25,2.8,2.43,1.48,6.25,7.15,5.09,4.03,3.54,5.07,2.06,17.65
"118",95618,95064,94022,90485,89676,87.27,80.39,91.82,87.24,67.59,68.28,70.79,71.34,66.7,69.76,7.77,8.71,8.58,5.52,3.55,21.97,17.98,10.48,19.05,33.42,67.97,67.46,64.45,66.8,70.9,6.79,7.01,7.97,4.83,7.82,86.09,165.41,163.28,90.64,106.37,5.07,11.74,16.88,13.96,10.92,108.28,175.6,263.07,205.83,139.32,108.85,182.97,288.04,213.54,140.69,91.87,54.65,34.72,46.83,71.08,9.99,10.15,10.83,7.64,13.96,742.08,867.2,973.21,957.13,1095.17,84.43,106.7,117,79.27,55.79,251.12,228.68,208.88,193.81,169,326.76,472.53,443.03,704.61,1096.14,307.17,448.63,420.67,681.38,1069.59,20.17,15.01,14.06,11.78,7.28,2.97,2.14,1.79,2.44,3.03,2.05,1.85,1.69,2.22,1.74,2.35,1.85,1.3,6.86,8.2,2.86,2.84,2.27,3.08,3.06,30.18
"119",88591,88152,87490,84822,84312,77.66,75.64,81.46,85.68,71.4,67.97,71.3,70.44,68,72.94,13.05,12.23,14.84,7.98,1,33.58,27.86,24.52,21.69,36.51,64.35,63.13,64.42,60.05,63.43,10.25,9.26,12.13,6.87,0.92,95.14,131.14,135.92,96.88,72.13,9.84,5.52,30.08,17.86,4.11,71.43,155.15,221.46,207.64,103.47,54.29,159.76,234.62,219.19,103.65,184.19,62.6,42.62,45.62,96.48,16.1,15.62,18.99,10.28,1.88,646.02,764.66,829.26,911.92,1007.53,124.06,131.19,174.71,106.97,13.84,407.33,524.02,492.72,471.56,516.99,477.32,611.03,799.4,785.77,855.46,226.82,580.66,764.13,749.11,815.01,33.28,36.96,34.09,30.13,26.72,3.28,3.99,2.82,4.41,37.35,21.4,2.8,2.91,4.2,4.1,2.8,1.77,1.38,6.18,7.5,34.58,4.79,4.51,6.48,7.52,4.56
"120",154760,156002,156748,162734,163749,76.43,70.52,81.89,86.79,69.94,55.07,56.99,56.06,55.03,62.64,14.13,13.54,15.27,7.5,5.15,25.18,33.28,29.64,27.19,31.04,60.52,64.3,63.44,61.54,60.51,11.66,9.85,12.81,6.62,4.08,155.57,128.28,104.73,65.74,112.72,11.17,15.57,13.23,5.74,7.78,144.26,142.93,144.01,101.45,106.43,154.63,149.68,150.42,101.68,107.87,64.67,66.81,66.48,98.35,92.71,17.65,16.44,19.52,8.3,7.66,443.13,476.38,524.7,514.93,655.52,113.66,113.14,142.93,70.16,53.89,352.09,315.33,265.19,282.53,278.72,414.06,596.34,551.25,378.38,581.76,359.59,539.66,502.61,328.72,482,33.45,26.6,23.2,26.21,18.63,3.1,2.79,1.86,4.03,5.17,6.13,5.27,4.55,5.99,7.79,2.85,1.85,1.26,5.28,6.03,9.4,8.69,6.41,8.54,14.2,18.43
"121",57372,57298,57053,56000,55841,85.17,67.59,90.25,88.77,69.34,65.03,68.04,66.59,64.7,73.89,5.26,2.88,2.13,-0.86,-7.57,16.12,22.63,19.31,16.71,26.68,61.76,63.95,62.55,61.14,63.91,4.89,2.05,3.29,-0.45,-4.38,124.5,178.96,55.25,58.23,93.6,4.34,17.58,10.85,1.33,4.69,127.98,188.02,149.16,107.1,95.02,127.98,191.57,151.34,107.43,94.9,78.13,52.2,66.08,93.09,105.37,7.57,1.98,7.09,-1.98,-6.9,636.25,718.18,779.6,852.59,1042.38,51.44,30.41,24.98,-11.35,-106.75,253.68,241.92,230.81,222.77,334.56,228.01,586.4,427.23,298.84,536.6,228.01,574.3,415.08,286.46,524.19,22.08,15.49,17.79,15.01,16.44,4.93,7.95,9.24,-19.63,-3.13,0.64,1.1,1.23,1.94,2,2.92,2.1,1.63,7.4,8.43,0.97,2.11,1.72,2.9,3.58,0
"122",107144,106591,105852,101760,101221,77.88,72.97,78.97,69.89,78.56,72.63,75.01,75.45,72.49,78.12,12.26,12,12.97,8.09,5.53,25.05,27.76,33.54,39.05,23.98,66.15,68.5,66.42,67.82,68.01,10.72,9.47,11.01,6.2,4.35,138.65,144.99,90.15,86.89,110.13,8.38,17.03,9.51,2.58,9.37,123.35,151.56,116.22,99.19,109.65,127.73,159.09,119.2,99.12,110.65,78.29,62.86,83.89,100.88,90.37,16.01,15.69,14.79,12.04,8.17,748.59,861.43,977.96,999.05,1224.29,126.33,137.8,168.11,111.46,86.71,447.32,431.39,376.75,386.67,477.11,442.79,674.57,783.06,867.79,565.44,386.02,617.85,678.64,804.58,516.76,33.8,27.41,22.95,19.61,23.92,3.54,3.13,2.24,3.47,5.5,5.15,4.06,6.65,4.38,3.89,2.55,1.67,1.26,5.99,6.07,8.05,6.77,10.48,7.73,6.07,20.08
"123",59511,58952,58353,56397,55907,75.71,64.71,74.41,81.36,71.61,75.76,78.39,77.18,72.02,81.09,8.08,9.83,9.2,10.18,2.7,24.56,35.33,33.13,29.67,27.86,64,67.09,66.11,60.14,63.17,6.23,6.39,6.87,8.29,2.34,134.14,130.71,96.92,87.35,112.73,2.14,3.05,4.37,3.59,14.32,137.78,157.64,148.11,138.09,134.57,141.94,159.84,150.64,140.19,138.68,70.45,62.56,66.38,71.33,72.11,10.05,11.73,12.75,13.76,4.4,624.96,718.21,768.92,868.76,988.39,66.63,90.08,91.62,122.85,32.95,312.3,297.99,320.44,306.26,424.45,377.76,738.5,698.56,665.9,689.51,350.5,721.29,675.05,640.68,635.14,28.66,21.04,23.93,20.66,24.94,4.69,3.31,3.5,2.49,12.88,3.37,1.75,2.12,3.07,4.79,3.01,2.52,1.53,6.63,6.38,5.9,3.58,3.76,5.2,9.11,34.53
"124",34809,34590,34104,32739,32422,68.95,72,86.87,89.49,94.27,68.67,72.3,69.82,64.12,74.33,11.51,8.49,8.9,15.76,6.36,35,35.03,26.91,16.29,7.67,64.94,65.79,65.35,60.85,64.46,8.12,6.15,7.85,14.86,6.12,118.68,96.04,71.57,167.65,159.95,18.48,22.26,15.43,8.67,21.51,135,126.58,136.75,214.3,365.65,137.39,130.76,142.19,235.4,425.31,72.78,76.47,70.33,42.48,23.51,15.52,11.23,14.62,22.33,11.53,658.43,751.25,793.77,954.15,1106.47,110.34,88.2,101.17,234.46,94.61,337.57,422.58,413.24,385.41,363.18,658.97,750.98,598.74,619.55,518.39,627.7,670.36,542.33,574.5,492.39,24.27,29.28,31.58,23.18,23,3.06,4.79,4.08,1.64,3.84,2.8,6,4.76,4.04,3.59,2.28,1.42,1.42,5.75,8.43,5.78,12.05,7.61,6.62,5.48,24.6
"125",113441,112835,111800,108263,107525,87.44,86.93,90.89,92.67,79.24,68.73,72.58,71.53,72.62,77.03,6.57,4.94,5.34,2.1,0.11,13.69,15.09,10.71,8.89,24.2,68.52,69.73,68.58,63.11,66.94,6.3,4.65,5.24,2.57,0.1,141.33,118.31,135.33,104.75,82.52,2.87,5.07,9.88,14.01,10.78,166.08,152.84,242.92,245.6,126.56,169.69,158.86,260.4,271.22,127.88,58.93,62.95,38.4,36.87,78.2,8.39,5.3,6.6,3.25,1.04,762.84,861.92,922.18,1076.97,1216.75,72.97,58.69,68.86,31.18,1.79,93.24,132.95,116.28,95.14,172.98,288.11,341.42,398.93,409.29,669.31,279.12,318.58,381.04,384.35,644.2,7.35,9.73,8.2,5.95,8.68,1.28,2.27,1.69,3.05,96.46,0.89,1.76,1.34,1.93,1.54,2.51,0.9,0.98,6.2,3.23,1.16,2.34,1.7,2.56,2.29,25.99
"126",59057,58604,57990,55687,55238,72.16,69.53,64.78,85.55,56.94,74.6,79.22,77.68,72.96,83.01,10.65,8.02,9.36,9.56,9.73,33.06,36.66,35.85,26.73,44.25,74.75,68.44,68.51,69.29,69.72,7.69,5.58,6.27,8.19,5.95,111.56,97.35,125.85,80.16,119.16,19.15,13.38,22.1,18.58,19.43,128.88,134.43,156.85,160.75,139.47,130.71,136.13,158.41,165.81,141.26,76.5,73.46,63.13,60.31,70.79,12.2,10.08,12.39,12.56,12.41,681.12,830.86,885.7,934.42,1219.27,97.23,84.09,106.77,122.38,142.96,257.95,232.37,270.7,246.74,267.93,552.3,787.82,930.62,735.9,1534.21,526.68,760.25,914.75,700.74,1486.42,20.39,15.41,15.38,16.48,10.39,2.65,2.76,2.54,2.02,1.87,2.37,2.11,1.07,3.44,2.54,1.72,1.84,1.09,6.6,6.65,3.91,3.78,2.03,4.88,5.74,17.29
"127",55919,55841,55238,52182,51799,65.46,68.93,86.33,75.21,58.25,68.08,72.47,69.77,64.81,73.74,5.12,6.8,3.82,3.19,-5.18,39.77,32.75,14.94,31.73,41.41,64.02,64.54,66.01,62.78,67.28,3.36,6.08,3.76,4.65,11.85,92.42,114.29,116.4,80.36,89.46,8.46,18.03,27.63,13.82,7.08,99.78,130.82,232.15,134.81,110.82,99.77,132.73,252.6,136.68,111.21,100.23,75.34,39.59,73.16,89.92,7.21,7.62,7.55,8.57,25.51,745.34,918.17,912.57,997.52,1115.26,56.11,86.13,49.97,49.18,-78.37,350.93,459.4,511.38,532.9,554.44,714.43,798.83,592.17,983.59,1290.51,684.23,763.21,557.98,946.44,1250.19,20.98,24.99,33.75,26.04,21.35,6.25,5.33,10.23,10.84,-7.07,2.19,2.26,2.64,3.42,3.09,1.84,1.28,1.15,6.15,7.22,4.21,4.34,3.78,5.8,6.62,21.33
"128",71897,71739,71181,69805,69408,76.85,84.52,87.68,97.12,90.8,64.64,65.2,63.88,60.33,66.84,14.42,10.07,14.62,12.23,9.03,30.32,19.15,19.17,11.43,15.89,63.33,64.02,64.73,63.82,66,11.09,8.58,12.95,11.88,8.23,119.6,133.28,141.59,134.07,111.48,13.7,19.51,22.64,24.63,21.87,121.89,202.56,207.46,282.55,233.38,122.04,208.42,227.53,323.79,240.15,81.94,47.98,43.95,30.88,41.64,16.93,13.94,21.9,15.81,14.91,748.06,782.74,842.86,871.45,1071.35,166.84,120.87,192.96,176.65,144.68,209.46,195.17,146.82,112.74,99.41,528.74,547.41,657.86,566.91,675.42,525.94,532.81,607.98,529.94,661.45,13.91,13.74,9.76,7.58,5.63,1.26,1.61,0.76,0.64,0.69,0.35,1.24,3.42,3.01,1.21,1.19,1.54,1.04,6.95,7.37,0.66,2.05,5.24,4.27,1.84,89.33
"129",83148,82337,81350,78265,77455,80.32,78.15,85.27,91.59,92.16,73.91,77,75.33,70.36,77.18,9.65,7.55,6.45,4.89,1.19,29.48,16.68,18.81,5.37,30.33,64.62,65.6,64.49,64.67,66.38,7.92,8.66,6.38,4.57,1.14,90.4,191.83,109.52,260.8,22.52,1.67,3.3,13.52,19.59,6.77,87.8,182.21,167.35,369.49,64.8,86.88,191.16,173.18,496.45,62.24,115.1,52.31,57.74,20.14,160.68,12.23,13.93,8.56,6.86,1.83,717.6,835.33,892.17,900.15,1055.78,93.65,81.89,76.42,62.57,16.23,449.68,432.24,415.3,399.15,683.29,346.14,405.74,466.56,375.19,409.05,318.68,383.87,444.37,342.67,366.25,37.2,31.14,29.9,28.58,46.04,4.8,5.28,5.43,6.38,42.09,3.22,2.32,2.02,3.9,5.13,2.56,2.38,1.41,5.5,4.88,5.01,3.72,2.89,5.21,6.79,41.89
"130",38524,38207,37751,35954,35627,78.33,75.34,85.51,83.36,70.46,71.08,74.24,72.74,70.93,76.49,6.25,4.65,6.83,4.81,-1.18,28.91,26.02,20.29,15.66,30.5,64.3,66.47,66.57,58.57,60.3,4.92,3.5,6,6,-0.74,88.98,111.44,100.26,140.14,91.74,3.03,3.77,1.69,5.37,4.14,100.45,102.72,107.49,132.36,100.06,100.46,103.23,108.34,136.48,100.06,99.54,96.87,92.3,73.27,99.94,8.95,4.66,10.26,10.86,-1.86,1084.01,1239.85,1340.29,1691.71,1981.62,95.27,77.6,125.94,114.66,-30.56,375.52,338.7,293.52,254.51,357.89,594.98,683.73,522.64,629.02,1201.67,584.08,578.36,473.37,575.34,1151.15,19.29,15.28,13.62,8.89,9.73,3.94,4.36,2.33,2.22,-11.71,1.12,5.09,2.58,2.56,1.94,2.9,2.21,2.13,7.73,5.79,1.87,8.93,3.94,4.54,4.06,100.01
"131",106526,105839,104775,101819,100995,72.34,71.79,76.74,68.99,69.72,57.5,60.49,60.56,56.01,63.49,19.17,14.99,14.82,14.48,13.81,44.8,28.98,23.06,46.6,45.68,52.13,47.13,45.58,49.03,55.66,14,10.77,11.37,10.04,9.67,87.53,156.53,176.72,79.63,78.98,3.95,12.43,22.5,6.87,9.28,88.71,141.37,197,107.79,87.64,87.78,149.93,217.59,108.56,87.01,113.92,66.7,45.96,92.11,114.93,23.68,18.63,19.41,17.71,17.55,398.28,477.89,533.18,516.87,596.34,132.75,118.41,130.44,133.63,129.74,183.05,127.55,81.13,54.02,237.64,436.36,467.52,536.82,816.39,626.92,398.81,410.83,489.1,747.64,592.26,19.12,11.59,7.07,4.04,17.64,1.38,1.08,0.62,0.4,1.83,4.21,5.41,4.28,5.37,2.99,1.51,2.24,1.76,5.76,2.39,7.06,9.56,6.96,9.55,5.41,7.37
"132",71669,72054,72429,73140,73636,78.89,76.94,87.96,77.05,87.06,44.63,50.87,48.74,42.46,51.99,10.65,12.43,14.66,11.98,7.01,16.61,16.48,15.03,32.87,32.17,51.89,54.16,57.46,60.44,63.57,8.43,9.57,12.9,9.27,6.12,210.18,245.44,187.82,96.92,49.59,26.13,37.08,48.22,41.01,20.28,259.98,303.91,387.33,223.11,148.03,286.12,378.94,463.15,223.51,152.82,34.95,26.39,21.59,44.74,65.43,15.42,17.48,19.79,15.01,9.05,371.58,474.24,478.92,412.75,535.13,88.64,115.9,144.07,116.48,72.11,898.81,834.74,789.9,780.85,730.3,448.12,669.59,726.11,937.59,738.99,423.91,610.33,686.97,936.23,693.7,85.17,68.89,70.71,61.9,61.77,10.14,7.2,5.48,6.7,10.13,4.99,6.69,4.67,2.29,7.11,3.16,2.61,1.65,3.52,5.3,8.27,12.47,6.95,3.7,10.35,117.36
"133",55018,54706,54362,53240,52913,94.3,88.53,83.44,89.54,88.07,68.92,71.13,70.71,66.28,73.92,5.98,6.12,5.48,5.53,-0.29,19.32,10.08,15.16,10.99,15.39,69.66,71.58,73.55,72.98,74.84,5.84,5.54,6.62,5.68,-0.21,53.38,181.1,150.02,147.48,72.68,11.08,11.62,10.58,15.82,10.88,61.31,147.65,129.95,194.06,134.46,53.27,190.8,151.61,220.36,142.21,187.74,52.41,65.96,45.38,70.32,9.77,6.72,13.31,10.16,0.29,733.5,847.36,891.49,919.84,1086.44,63.6,72.86,69.1,76.69,-4.32,454.34,385.86,284.35,295.42,305.31,177.48,352.89,476.69,401.97,441.47,127.67,239.33,322.76,356.72,381.18,40.26,28.68,18.82,19.06,18.29,7.14,5.3,4.11,3.85,-70.65,5.08,8.87,10.41,4.02,4.76,1.65,1.51,1.16,5.75,6.25,7.6,14.78,17.51,6.1,7.48,15.06
"134",57851,57374,56863,55476,55126,96.29,83.88,88.13,94.67,95.19,64.67,66.82,65.82,60.65,66.02,8.88,5.49,7.78,4.12,-5.79,9.23,13.58,16.42,12.59,6.48,64.14,63.39,65.04,65.03,66.73,8.59,4.66,7.47,3.96,-5.51,137.41,166.42,117.23,70.56,-9.98,8.95,21.07,21.38,22.03,15.56,154.14,202.97,219.22,214.46,221.4,165.12,213.02,233.88,225.85,260.68,60.56,46.94,42.76,44.28,38.36,10.95,7.85,12.14,5.8,-5.77,833.33,963.69,1029.68,1033.38,1186.18,114.47,79.23,121.68,70.24,-103.95,266.17,367.66,336.1,421.35,463.53,221.39,477.15,697.82,555.1,385.89,197.18,456.23,662.96,531.67,343.29,19.89,21.38,18.93,23.41,24.56,2.33,4.64,2.76,6,-4.46,2.29,1.5,2.22,2.47,3.96,2.4,1.32,1.33,5.01,6.94,3.38,2.62,3.56,3.55,5.69,26.41
"135",86384,86014,85321,82777,82468,74.73,89.59,86.15,88.36,77.9,66.44,70.16,69.48,66.66,74.06,6.96,1.66,5.93,0.96,-4.35,32.08,13.47,10.81,14.77,24.78,62.98,62.62,63.82,64.54,65.47,5.36,1.67,8.72,1.15,-3.21,92.77,86.7,192.99,82.35,69.88,8.09,16.21,20.8,17.75,5.76,71.23,117.91,273.51,213.56,121.21,55.73,123.16,311.84,217.08,121.51,179.43,81.19,32.07,46.07,82.3,8.09,3.07,13.66,2.55,-2.43,640.78,728.88,814.91,818.04,1001.51,67.13,17.22,69.51,11.77,-58.87,428.2,508.29,482.88,491.2,486.49,464.68,242.59,446.46,463.6,571.38,236.25,195.94,416.92,457.08,564.83,33.18,43.83,35.47,35.37,28.02,6.38,29.51,6.95,41.72,-8.26,18.49,4.88,2.75,1.99,2.76,2.39,1.94,1.64,4.29,8.51,31.51,6.99,4.17,2.88,4.45,4.48
"136",47018,46897,46771,46046,45846,93.21,96.44,87.6,98.81,91.49,59.9,67.8,66.37,48.86,71.2,7.98,9.64,11.45,-2.81,-5.82,17.35,7.74,5.25,5.65,8.04,63.44,66.04,69,49.32,63.69,7.44,9.29,10.4,-2.77,-5.18,79.04,175.9,522.04,-26.05,37.53,7.44,7.8,12.82,0.3,1.93,81.68,69.57,179.25,103.29,29.4,81.39,-19.96,398.35,104.97,0.72,122.87,-501.02,25.1,95.26,13806.3,10.71,11.07,15.52,-3.32,-4.7,615.72,748.15,792.15,772.62,981.04,81.99,106.33,136.69,-44.4,-80.2,526.39,471.19,310.57,365.9,461.77,164.77,229.42,395.15,152.08,52.73,161.58,-16.69,233.26,102.21,0.92,47.73,41.18,22.79,22.86,30.66,6.42,4.43,2.27,-8.24,-5.76,1.92,22.9,12.59,4.49,5.48,3.41,3.37,3.11,6.02,6.66,2.72,32.25,18.81,5.51,7.78,562.08
"137",49156,48855,48348,47216,46825,97.6,91.74,93.22,96.57,93.3,69.06,72.62,70.84,64.14,73.87,6.09,6.65,7,9.24,1.84,4.61,8.64,7.42,10.28,13.32,62.48,60.18,64.04,68.75,70.91,6.12,6.47,6.65,9.33,2.2,188.22,177.26,191.66,123.03,59.79,7.71,11.24,15.98,16.67,8.79,226.1,218.43,292.47,246.51,157.37,273.97,238.76,330.07,265.95,162.48,36.5,41.88,30.3,37.6,61.55,7.58,7.69,8.95,13.52,3.33,713.64,859.04,881.9,862.48,1026.96,62.91,78.69,87.14,124.25,25.63,133.46,109.63,90.59,74.21,56.12,146.43,267.35,324.2,390.55,359.45,128.61,249.42,306.08,371.99,340.75,12.61,8.5,6.78,5.33,3.77,2.12,1.39,1.04,0.6,2.19,2.06,1.6,1.47,1.49,1.4,3.02,2.44,1.66,2.88,3.89,2.76,2.34,2,1.88,1.87,22.62
"138",35238,35110,34791,33876,33630,96.66,91.48,89.51,90.54,89.68,55.72,61.48,61.53,53.58,62.55,7.46,8.25,9.84,14.59,5.18,6.74,8.32,12.93,18.41,11.16,69.71,69.52,70.94,72.93,73.17,7.28,7.57,8.85,13.38,4.66,163.2,210.97,160.96,129.97,140.15,10.72,15.88,20.35,21.68,20.8,221.01,279.51,242.26,213.55,248.99,265.84,308.44,269.76,224.26,294.79,37.62,32.42,37.07,44.59,33.92,9.63,10.26,12.76,18.21,6.43,679.98,883.35,903.1,919.02,1132.55,91.03,118.61,144.39,250.34,93.86,395.6,377.76,343.24,333.13,266.31,247.13,388.33,568.22,772.33,701.93,216.91,369.05,530.23,741.14,635.65,31.34,24.05,20.93,17.58,13.19,4.35,3.18,2.38,1.33,2.84,3.59,1.94,2.81,2.95,4.61,3.83,2.94,2.36,7.42,10.04,4.71,2.81,4.01,3.97,6.3,50.15
"139",55753,55678,55300,54447,54159,93.19,92.49,95.1,82.55,74.16,58.3,60.14,58.48,52.63,60.07,7.31,6.45,8.33,7.42,1.34,8.94,6.12,11.26,27.66,24.21,68.3,68.68,69.31,71.48,72.18,6.85,6.57,8.06,6.23,1.02,160.58,238.87,115.99,80.67,114.85,3.69,9.56,6.82,6.29,11.11,92.33,135.35,146.38,94.39,129.51,84.59,177.83,161.65,94.08,131.19,118.21,56.23,61.86,106.29,76.23,9.07,8.91,11.61,9.7,2.11,683.08,773.29,855.9,835.97,1053.16,85.64,82.98,121.99,117.8,23.5,275.32,253.24,198.92,325.09,386.01,197.81,233.79,331.27,560.06,756.16,90.19,139.5,275.21,528.84,724.77,21.9,18.22,12.92,16.9,16.33,3.21,3.05,1.63,2.76,16.43,9.39,7.31,3.86,2.24,2.48,3.78,2.9,1.69,3.65,7.04,13.05,10.62,5.17,3.3,4.18,9.67
